거래금액,거래유형,건물면적,건물주용도,건축년도,년,대지면적,법정동,시군구,용도지역,월,유형,일,중개사소재지,지역코드,해제사유발생일,해제여부,층
"169,000",,681.2,제2종근린생활,2003,2017,260.5,남가좌동,서대문구,제2종일반주거,9,일반,8,,11410,,,
"16,000",,17.1,제2종근린생활,1999,2017,,남가좌동,서대문구,제3종일반주거,9,집합,18,,11410,,,10
"75,000",,92.13,제2종근린생활,,2017,81.5,충정로3가,서대문구,제3종일반주거,10,일반,21,,11410,,,
"75,000",,92.13,제2종근린생활,,2017,81.5,충정로3가,서대문구,제3종일반주거,10,일반,21,,11410,,,
"26,000",,41.58,제1종근린생활,1996,2017,,북아현동,서대문구,제2종일반주거,10,집합,24,,11410,,,
"16,400",,29.33,업무,2001,2017,,대현동,서대문구,일반상업,10,집합,19,,11410,,,13
"3,000",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,10,집합,24,,11410,,,41
"25,500",,6.71,판매,2007,2017,,대현동,서대문구,일반상업,10,집합,28,,11410,,,1
"25,500",,6.71,판매,2007,2017,,대현동,서대문구,일반상업,10,집합,30,,11410,,,1
"12,130",,4.26,제1종근린생활,1993,2017,,창천동,서대문구,제2종일반주거,10,집합,13,,11410,,,1
"160,000",,293.08,제1종근린생활,1992,2017,119.7,창천동,서대문구,제2종일반주거,10,일반,20,,11410,,,
"380,000",,609.6,제2종근린생활,1977,2017,197,창천동,서대문구,준주거,10,일반,26,,11410,,,
"24,700",,26.56,제2종근린생활,2016,2017,,연희동,서대문구,제3종일반주거,10,집합,16,,11410,,,3
"21,000",,57.83,제1종근린생활,2010,2017,,연희동,서대문구,준주거,10,집합,17,,11410,,,
"24,600",,26.56,제2종근린생활,2016,2017,,연희동,서대문구,제3종일반주거,10,집합,18,,11410,,,2
"24,000",,95.08,제1종근린생활,1967,2017,53,홍은동,서대문구,제3종일반주거,10,일반,20,,11410,,,
"70,000",,55.28,제1종근린생활,2012,2017,,북가좌동,서대문구,제3종일반주거,10,집합,13,,11410,,,
"77,900",,199.41,제1종근린생활,1976,2017,148.3,북가좌동,서대문구,제2종일반주거,10,일반,14,,11410,,,
"13,700",,34.02,제2종근린생활,2017,2017,,북가좌동,서대문구,제2종일반주거,10,집합,17,,11410,,,1
"22,000",,79.65,제2종근린생활,2002,2017,,북가좌동,서대문구,제3종일반주거,10,집합,20,,11410,,,1
"72,000",,48.11,제1종근린생활,2015,2017,,남가좌동,서대문구,제2종일반주거,10,집합,30,,11410,,,
"18,250",,42,제1종근린생활,1992,2017,,충정로2가,서대문구,준주거,11,집합,20,,11410,,,
"22,300",,15.96,제2종근린생활,1996,2017,,북아현동,서대문구,제2종일반주거,11,집합,17,,11410,,,
"64,700",,52.89,제2종근린생활,1942,2017,107.1,북아현동,서대문구,준주거,11,일반,22,,11410,,,
"24,000",,6.71,판매,2007,2017,,대현동,서대문구,일반상업,11,집합,1,,11410,,,
"27,000",,6.71,판매,2007,2017,,대현동,서대문구,일반상업,11,집합,2,,11410,,,1
"28,000",,6.71,판매,2007,2017,,대현동,서대문구,일반상업,11,집합,2,,11410,,,1
"19,330",,91.18,제1종근린생활,2015,2017,,대현동,서대문구,일반상업,11,집합,6,,11410,,,
"23,900",,5.69,판매,2007,2017,,대현동,서대문구,일반상업,11,집합,9,,11410,,,
"23,900",,5.69,판매,2007,2017,,대현동,서대문구,일반상업,11,집합,9,,11410,,,1
"2,000",,3.8,판매,2007,2017,,대현동,서대문구,일반상업,11,집합,29,,11410,,,20
"59,830",,191.21,제2종근린생활,2016,2017,,연희동,서대문구,제2종일반주거,11,집합,15,,11410,,,
"66,000",,211.35,제2종근린생활,2016,2017,,연희동,서대문구,제2종일반주거,11,집합,15,,11410,,,
"96,500",,245.55,제1종근린생활,1969,2017,179,연희동,서대문구,제1종전용주거,11,일반,16,,11410,,,
"10,000",,25.53,제2종근린생활,2003,2017,,연희동,서대문구,제3종일반주거,11,집합,27,,11410,,,2
"8,400",,24,제2종근린생활,1997,2017,,홍은동,서대문구,제3종일반주거,11,집합,9,,11410,,,2
"5,600",,16,제2종근린생활,1997,2017,,홍은동,서대문구,제3종일반주거,11,집합,9,,11410,,,2
"16,185",,49.53,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"21,648",,66.35,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"20,589",,62.56,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"21,006",,64.38,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"8,954",,27.25,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"14,519",,44.36,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"17,129",,52.37,제2종근린생활,2014,2017,,홍은동,서대문구,제3종일반주거,11,집합,27,,11410,,,
"71,000",,55.93,제2종근린생활,2012,2017,,북가좌동,서대문구,제3종일반주거,11,집합,20,,11410,,,
"42,000",,29.44,제2종근린생활,2014,2017,,북가좌동,서대문구,제3종일반주거,11,집합,25,,11410,,,
"290,000",,658.83,제2종근린생활,1980,2017,343.1,남가좌동,서대문구,제2종일반주거,11,일반,5,,11410,,,
"15,000",,9.92,판매,,2017,10,남가좌동,서대문구,준주거,11,일반,7,,11410,,,
"14,000",,11.4,제1종근린생활,1968,2017,,남가좌동,서대문구,준주거,11,집합,15,,11410,,,
"23,500",,64.81,교육연구,1998,2018,,현저동,서대문구,제3종일반주거,1,집합,22,,11410,,,2
"60,800",,146.8,제1종근린생활,1998,2018,,현저동,서대문구,제3종일반주거,1,집합,23,,11410,,,2
"32,000",,110.92,교육연구,1998,2018,,현저동,서대문구,제3종일반주거,1,집합,26,,11410,,,4
"11,000",,39.61,교육연구,1998,2018,,현저동,서대문구,제3종일반주거,1,집합,26,,11410,,,4
"28,800",,20.38,제2종근린생활,2007,2018,,북아현동,서대문구,제2종일반주거,1,집합,19,,11410,,,1
"180,000",,192,제2종근린생활,1960,2018,119,홍제동,서대문구,준주거,1,일반,10,,11410,,,
"30,000",,82.14,제1종근린생활,1994,2018,46,홍제동,서대문구,제3종일반주거,1,일반,15,,11410,,,
"24,300",,26.75,숙박,2014,2018,,대현동,서대문구,일반상업,1,집합,10,,11410,,,22
"47,000",,26.79,제2종근린생활,2005,2018,,대현동,서대문구,일반상업,1,집합,22,,11410,,,
"700,000",,1195.73,숙박,2000,2018,,창천동,서대문구,일반상업,1,집합,3,,11410,,,
"112,300",,35.24,제1종근린생활,1962,2018,74.3,창천동,서대문구,일반상업,1,일반,4,,11410,,,
"102,950",,34.51,제2종근린생활,1962,2018,68.1,창천동,서대문구,일반상업,1,일반,4,,11410,,,
"163,020",,26.34,제1종근린생활,1956,2018,56.7,창천동,서대문구,일반상업,1,일반,4,,11410,,,
"168,140",,33.06,제2종근린생활,1956,2018,79.4,창천동,서대문구,일반상업,1,일반,4,,11410,,,
"13,900",,26.95,업무,2000,2018,,창천동,서대문구,일반상업,1,집합,26,,11410,,,12
"64,100",,153.98,제1종근린생활,1967,2018,123,홍은동,서대문구,제3종일반주거,1,일반,20,,11410,,,
"30,000",,57.42,제1종근린생활,2018,2018,,북가좌동,서대문구,제2종일반주거,1,집합,10,,11410,,,
"65,000",,111.36,제2종근린생활,2009,2018,,북가좌동,서대문구,제3종일반주거,1,집합,24,,11410,,,3
"19,000",,16.69,제1종근린생활,1968,2018,,남가좌동,서대문구,준주거,1,집합,15,,11410,,,
"19,900",,13.75,제1종근린생활,1967,2018,14,남가좌동,서대문구,준주거,1,일반,18,,11410,,,
"25,000",,44.25,제2종근린생활,2009,2018,,충정로2가,서대문구,준주거,2,집합,13,,11410,,,2
"30,550",,20.34,제2종근린생활,2006,2018,,북아현동,서대문구,제2종일반주거,2,집합,11,,11410,,,
"6,500",,13.65,제2종근린생활,2000,2018,,홍제동,서대문구,제3종일반주거,2,집합,20,,11410,,,
"9,400",,52.68,제2종근린생활,1996,2018,,홍제동,서대문구,제3종일반주거,2,집합,28,,11410,,,3
"2,000",,3.8,판매,2007,2018,,대현동,서대문구,일반상업,2,집합,2,,11410,,,
"17,700",,34.2,업무,2001,2018,,대현동,서대문구,일반상업,2,집합,10,,11410,,,14
"500,000",,399.4,제1종근린생활,1983,2018,165.3,대현동,서대문구,일반상업,2,일반,23,,11410,,,
"277,000",,185.36,제1종근린생활,2006,2018,81.3,창천동,서대문구,일반상업,2,일반,8,,11410,,,
"33,000",,47.68,제2종근린생활,2009,2018,,홍은동,서대문구,제3종일반주거,2,집합,10,,11410,,,1
"22,000",,59.5,제1종근린생활,1970,2018,,남가좌동,서대문구,일반상업,2,집합,3,,11410,,,
"30,500",,24.01,제2종근린생활,1988,2018,,충정로3가,서대문구,제2종일반주거,3,집합,8,,11410,,,1
"59,000",,132.24,업무,1971,2018,,충정로3가,서대문구,준주거,3,집합,9,,11410,,,
"59,000",,132.24,제2종근린생활,1971,2018,,충정로3가,서대문구,준주거,3,집합,9,,11410,,,
"407,000",,180.99,제2종근린생활,2005,2018,239.3,미근동,서대문구,일반상업,3,일반,13,,11410,,,
"15,000",,25.92,제2종근린생활,1995,2018,,영천동,서대문구,제3종일반주거,3,집합,21,,11410,,,1
"15,000",,25.92,제1종근린생활,1995,2018,,영천동,서대문구,제3종일반주거,3,집합,21,,11410,,,1
"12,500",,25.92,제1종근린생활,1995,2018,,영천동,서대문구,제3종일반주거,3,집합,21,,11410,,,1
"14,500",,27,제2종근린생활,,2018,,현저동,서대문구,제3종일반주거,3,집합,12,,11410,,,
"18,237",,95.1,제1종근린생활,1996,2018,67.5,현저동,서대문구,자연녹지,3,일반,14,,11410,,,
"33,000",,96.9,제1종근린생활,1984,2018,,북아현동,서대문구,준주거,3,집합,15,,11410,,,3
"85,000",,153.5,제1종근린생활,1996,2018,69.8,북아현동,서대문구,준주거,3,일반,23,,11410,,,
"2,300",,9.88,판매,1992,2018,,홍제동,서대문구,제2종일반주거,3,집합,8,,11410,,,
"2,300",,12.1,판매,1992,2018,,홍제동,서대문구,제2종일반주거,3,집합,8,,11410,,,
"27,500",,38.68,기타,1998,2018,,홍제동,서대문구,제3종일반주거,3,집합,12,,11410,,,21
"1,000",,11.02,제1종근린생활,1993,2018,,홍제동,서대문구,제3종일반주거,3,집합,18,,11410,,,1
"1,500",,11.02,제1종근린생활,1993,2018,,홍제동,서대문구,제3종일반주거,3,집합,19,,11410,,,1
"160,000",,118.5,제2종근린생활,1994,2018,75.4,대현동,서대문구,일반상업,3,일반,1,,11410,,,
"160,000",,118.5,제2종근린생활,1994,2018,75.4,대현동,서대문구,일반상업,3,일반,7,,11410,,,
"26,000",,6.71,판매,2007,2018,,대현동,서대문구,일반상업,3,집합,9,,11410,,,1
"16,700",,34.2,업무,2001,2018,,대현동,서대문구,일반상업,3,집합,12,,11410,,,10
"69,500",,18.56,판매,2007,2018,,대현동,서대문구,일반상업,3,집합,13,,11410,,,1
"18,950",,18.06,제2종근린생활,1967,2018,17.15,대현동,서대문구,제2종일반주거,3,일반,16,,11410,,,
"18,950",,18.06,제2종근린생활,1967,2018,17.15,대현동,서대문구,제2종일반주거,3,일반,16,,11410,,,
"15,500",,28.9,업무,2001,2018,,대현동,서대문구,일반상업,3,집합,17,,11410,,,5
"125,500",,40.93,제1종근린생활,1941,2018,66.1,대현동,서대문구,일반상업,3,일반,23,,11410,,,
"37,000",,56.66,제1종근린생활,2017,2018,,연희동,서대문구,제2종일반주거,3,집합,2,,11410,,,1
"4,000",,29.88,제1종근린생활,1978,2018,,연희동,서대문구,제2종일반주거,3,집합,6,,11410,,,2
"66,000",,167.16,제1종근린생활,2002,2018,,연희동,서대문구,제3종일반주거,3,집합,13,,11410,,,1
"315,000",,677.1,제1종근린생활,1984,2018,344.8,연희동,서대문구,제2종일반주거,3,일반,20,,11410,,,
"286,091",,827.53,제2종근린생활,2013,2018,332,연희동,서대문구,제3종일반주거,3,일반,22,,11410,,,
"30,000",,62.23,제2종근린생활,2014,2018,,연희동,서대문구,제3종일반주거,3,집합,27,,11410,,,6
"57,220",,49.66,제2종근린생활,2018,2018,,홍은동,서대문구,준주거,3,집합,28,,11410,,,1
"88,500",,44.72,제2종근린생활,2014,2018,,북가좌동,서대문구,제3종일반주거,3,집합,12,,11410,,,1
"11,000",,50.46,제2종근린생활,2008,2018,,북가좌동,서대문구,제2종일반주거,3,집합,22,,11410,,,1
"86,400",,197.34,교육연구,2014,2018,,북가좌동,서대문구,제3종일반주거,3,집합,24,,11410,,,5
"105,100",,238,교육연구,2014,2018,,북가좌동,서대문구,제3종일반주거,3,집합,24,,11410,,,5
"18,500",,44.46,제1종근린생활,1995,2018,17.05,남가좌동,서대문구,준주거,3,일반,5,,11410,,,
"25,740",,16.53,제1종근린생활,1969,2018,20,남가좌동,서대문구,준주거,3,일반,16,,11410,,,
"20,000",,37.69,제1종근린생활,1966,2018,,남가좌동,서대문구,준주거,3,집합,19,,11410,,,
"70,000",,310.17,제1종근린생활,2015,2018,124.1,남가좌동,서대문구,제3종일반주거,3,일반,21,,11410,,,
"29,800",,24.16,제1종근린생활,2005,2018,,북아현동,서대문구,제2종일반주거,4,집합,5,,11410,,,2
"324,000",,338.01,제2종근린생활,1961,2018,89,북아현동,서대문구,준주거,4,일반,7,,11410,,,
"64,839",,83.51,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"41,401",,53.33,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"48,151",,65.47,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"41,250",,50.48,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"34,955",,42.77,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"41,368",,53.28,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"78,036",,106.1,제1종근린생활,2014,2018,,대현동,서대문구,일반상업,4,집합,5,,11410,,,3
"25,000",,53.81,업무,2001,2018,,대현동,서대문구,일반상업,4,집합,14,,11410,,,15
"5,000",,14.94,판매,2005,2018,,창천동,서대문구,일반상업,4,집합,4,,11410,,,
"13,500",,29.65,업무,2000,2018,,창천동,서대문구,일반상업,4,집합,10,,11410,,,7
"197,000",,284.31,제2종근린생활,1989,2018,,창천동,서대문구,제2종일반주거,4,집합,30,,11410,,,
"310,000",,265.05,제2종근린생활,1972,2018,208.6,연희동,서대문구,제1종일반주거,4,일반,14,,11410,,,
"185,000",,1268.08,제2종근린생활,1992,2018,611,홍은동,서대문구,제1종일반주거,4,일반,13,,11410,,,
"13,000",,16.3,제2종근린생활,2014,2018,,홍은동,서대문구,제2종일반주거,4,집합,19,,11410,,,1
"7,000",,16.71,제1종근린생활,2014,2018,,홍은동,서대문구,제2종일반주거,4,집합,19,,11410,,,1
"11,500",,27.99,제2종근린생활,1983,2018,,북가좌동,서대문구,제2종일반주거,4,집합,2,,11410,,,2
"35,000",,98.88,제1종근린생활,2014,2018,,북가좌동,서대문구,제3종일반주거,4,집합,10,,11410,,,4
"12,700",,53.74,제2종근린생활,2000,2018,,북가좌동,서대문구,제2종일반주거,4,집합,13,,11410,,,5
"22,735",,9.92,제1종근린생활,,2018,10,남가좌동,서대문구,준주거,4,일반,4,,11410,,,
"25,000",,13.88,제1종근린생활,1966,2018,16.5,남가좌동,서대문구,준주거,4,일반,4,,11410,,,
"25,000",,13.88,제1종근린생활,1966,2018,16.5,남가좌동,서대문구,준주거,4,일반,4,,11410,,,
"24,392",,14.55,제1종근린생활,1966,2018,,남가좌동,서대문구,준주거,4,집합,13,,11410,,,
"130,500",,257.06,제1종근린생활,1982,2018,188.4,천연동,서대문구,제3종일반주거,5,일반,23,,11410,,,
"6,900",,19.98,제2종근린생활,1995,2018,,영천동,서대문구,제3종일반주거,5,집합,19,,11410,,,2
"10,000",,40.68,제2종근린생활,1995,2018,,영천동,서대문구,제3종일반주거,5,집합,25,,11410,,,3
"4,400",,8.9,제1종근린생활,1992,2018,,홍제동,서대문구,제2종일반주거,5,집합,17,,11410,,,
"18,000",,63.53,제2종근린생활,1993,2018,,홍제동,서대문구,제3종일반주거,5,집합,21,,11410,,,3
"34,500",,116.4,제2종근린생활,1993,2018,,홍제동,서대문구,제3종일반주거,5,집합,21,,11410,,,3
"10,000",,64.46,제1종근린생활,1999,2018,23.33,홍제동,서대문구,제2종일반주거,5,일반,28,,11410,,,
"29,200",,24.12,제2종근린생활,2005,2018,,대현동,서대문구,일반상업,5,집합,18,,11410,,,
"3,000",,3.8,판매,2007,2018,,대현동,서대문구,일반상업,5,집합,24,,11410,,,
"2,000",,5.32,판매,2007,2018,,대현동,서대문구,일반상업,5,집합,24,,11410,,,40
"9,000",,16.39,제2종근린생활,1993,2018,,창천동,서대문구,제2종일반주거,5,집합,10,,11410,,,4
"260,000",,457.08,제2종근린생활,1991,2018,174.3,창천동,서대문구,제3종일반주거,5,일반,17,,11410,,,
"230,000",,654.03,제2종근린생활,1980,2018,330.9,연희동,서대문구,제2종일반주거,5,일반,17,,11410,,,
"312,850",,1071.62,제2종근린생활,1988,2018,433.1,연희동,서대문구,제2종일반주거,5,일반,17,,11410,,,
"230,000",,654.03,제2종근린생활,1980,2018,330.9,연희동,서대문구,제2종일반주거,5,일반,17,,11410,,,
